"year","Academy Award","Winner","Movie Name","Producer","IMDB Rating","IMDB Votes","Tomatometer","Average Critic Score","Percent Audience Liked","Average Audience Score","Release Date","Production Budget","Domestic Gross","Worldwide Gross","Normalized Budget","Normalized Gross","Return on Investment"
1943,"16th","False","The Song of Bernadette","20th Century-Fox",7.7,4474,80,6.9,80,7.6,,,,,,,
1943,"16th","False","The More the Merrier","Columbia",8,4132,94,8.2,82,7.8,,,,,,,
1943,"16th","False","Watch on the Rhine","Warner Bros.",7.5,2813,80,6.8,61,7.2,,,,,,,
1943,"16th","True","Casablanca","Warner Bros.",8.6,394552,97,9.3,95,8.2,"1/23/1943",1039000,10462500,10462500,0.0024445651,0.0037581913,10.0697786333
1943,"16th","False","Heaven Can Wait","20th Century-Fox",6.9,14439,89,7.5,68,6.6,,,,,,,
1943,"16th","False","In Which We Serve","Two Cities",7.3,3821,93,7.8,76,7.8,,,,,,,
1943,"16th","False","The Ox-Bow Incident","20th Century-Fox",8.1,16157,94,8.1,91,8,,,,,,,
1943,"16th","False","The Human Comedy","Metro-Goldwyn-Mayer",7.2,1330,80,5.8,72,7.2,,,,,,,
1942,"15th","False","The Pride of the Yankees","Samuel Goldwyn Productions",7.8,7814,92,7.6,89,8,,,,,,,
1942,"15th","True","Mrs. Miniver","Metro-Goldwyn-Mayer",7.6,11649,92,7.8,85,7.8,,,,,,,
1942,"15th","False","Wake Island","Paramount",7,1377,83,7.2,58,7,,,,,,,
1942,"15th","False","The Talk of the Town","Columbia",7.6,5379,93,7.4,85,7.6,,,,,,,
1942,"15th","False","Random Harvest","Metro-Goldwyn-Mayer",8,5337,89,7.6,90,8.2,,,,,,,
1942,"15th","False","The Magnificent Ambersons","Mercury",7.9,17064,91,8.5,85,8,,,,,,,
1942,"15th","False","Kings Row","Warner Bros.",7.7,3091,100,7.7,76,7.4,,,,,,,
1942,"15th","False","The Invaders","Ortus",7.4,4357,,,40,5.8,,,,,,,
1942,"15th","False","The Pied Piper","20th Century-Fox",7.2,313,100,7.2,86,7,,,,,,,
1942,"15th","False","Yankee Doodle Dandy","Warner Bros.",7.8,11202,92,8,83,7.6,,,,,,,
1941,"14th","False","The Maltese Falcon","Warner Bros.",8.1,115435,100,9,91,8,,,,,,,
1941,"14th","False","Suspicion","RKO Radio",7.4,23998,100,7.8,78,7.4,,,,,,,
1941,"14th","False","Sergeant York","Warner Bros.",7.8,12433,84,6.9,86,8,,,,,,,
1941,"14th","False","One Foot in Heaven","Warner Bros.",7.1,742,100,7.3,52,7,,,,,,,
1941,"14th","False","The Little Foxes","Samuel Goldwyn Productions",8.2,7633,100,8.5,88,8,,,,,,,
1941,"14th","True","How Green Was My Valley","20th Century-Fox",7.8,16096,90,7.9,81,7.8,"10/28/1941",1250000,0,0,0.0029410357,,0
1941,"14th","False","Citizen Kane","Mercury",8.4,303237,100,9.4,90,8.2,,,,,,,
1941,"14th","False","Blossoms in the Dust","Metro-Goldwyn-Mayer",7,1210,25,5.3,74,7.6,,,,,,,
1941,"14th","False","Hold Back the Dawn","Paramount",7.5,1248,100,8.7,77,7.6,,,,,,,
1941,"14th","False","Here Comes Mr. Jordan","Columbia",7.7,4472,100,7.4,83,7.8,,,,,,,
1940,"13th","False","The Letter","Warner Bros.",7.7,8599,100,8.6,84,7.6,,,,,,,
1940,"13th","False","The Great Dictator","Charles Chaplin Productions",8.5,141001,92,8.8,95,8.4,,,,,,,
1940,"13th","False","The Philadelphia Story","Metro-Goldwyn-Mayer",8.1,50873,100,8.8,93,8.2,,,,,,,
1940,"13th","False","Our Town","Sol Lesser ",6.8,1724,83,7,45,6.4,,,,,,,
1940,"13th","False","The Long Voyage Home","Argosy-Wanger",7.1,2813,100,8.1,72,7.2,,,,,,,
1940,"13th","False","Foreign Correspondent","Walter Wanger ",7.6,13768,94,8.1,81,7.6,,,,,,,
1940,"13th","False","The Grapes of Wrath","20th Century-Fox",8.1,64455,100,9,88,7.8,,,,,,,
1940,"13th","False","All This and Heaven Too","Warner Bros.",7.7,3217,83,7,87,8,,,,,,,
1940,"13th","False","Kitty Foyle","RKO Radio",7.1,2276,75,7,73,7.4,,,,,,,
1940,"13th","True","Rebecca","Selznick International Pictures",8.2,89144,100,8.7,92,8.2,"1/1/1940",1288000,6000000,6000000,0.0030304475,0.0021552351,4.6583850932
1939,"12th","False","The Wizard of Oz","Metro-Goldwyn-Mayer",8.1,296749,99,9.4,89,7.4,"8/25/1939",2777000,33711566,33754967,0.0065339774,0.0121249818,12.1551915736
1939,"12th","False","Stagecoach","Walter Wanger ",7.9,31690,100,9.2,86,7.8,,,,,,,
1939,"12th","False","Of Mice and Men","Hal Roach ",7.8,4322,96,8,82,7,,,,,,,
1939,"12th","False","Ninotchka","Metro-Goldwyn-Mayer",8,14609,97,8.3,89,8,,,,,,,
1939,"12th","False","Wuthering Heights","Samuel Goldwyn Productions",7.7,12925,69,6.5,48,6,"10/5/2012",8000000,100915,2721534,0.0188233909,0.0009775909,0.34019175
1939,"12th","False","Goodbye Mr. Chips","Metro-Goldwyn-Mayer",7.8,7998,81,7.8,88,7.8,,,,,,,
1939,"12th","False","Dark Victory","Warner Bros.-First National",7.6,7503,86,7.3,81,7.8,,,,,,,
1939,"12th","False","Love Affair","RKO Radio",7.4,3104,86,8,72,7.4,,,,,,,
1939,"12th","False","Mr. Smith Goes to Washington","Columbia",8.2,78740,94,8.2,94,8.2,,,,,,,
1939,"12th","True","Gone with the Wind","Selznick International Pictures",8.2,219152,94,8.6,93,7.8,"12/15/1939",3900000,198680470,390525192,0.0091763307,0.1402789357,100.1346646154
1938,"11th","False","Jezebel","Warner Bros.",7.6,8941,94,7.5,82,7.6,,,,,,,
1938,"11th","True","You Can't Take It with You","Columbia",8,18056,91,7.6,88,8,,,,,,,
1938,"11th","False","Test Pilot","Metro-Goldwyn-Mayer",6.9,1509,71,7.2,68,7,,,,,,,
1938,"11th","False","Pygmalion","Metro-Goldwyn-Mayer",7.9,6042,94,8.2,85,7.6,,,,,,,
1938,"11th","False","Grand Illusion","Realization D'Art Cinematographique",8.1,27154,97,9.4,92,8.6,,,,,,,
1938,"11th","False","Four Daughters","Warner Bros.-First National",7.1,1283,100,7,83,7.6,,,,,,,
1938,"11th","False","Alexander's Ragtime Band","20th Century-Fox",7,1404,80,7,47,6.4,"1/1/1938",2000000,4000000,4000000,0.0047057418,0.0014368234,2
1938,"11th","False","The Adventures of Robin Hood","Warner Bros.-First National",8,39177,100,8.9,89,7.4,,,,,,,
1938,"11th","False","The Citadel","Metro-Goldwyn-Mayer",7.2,1454,86,8,68,7,,,,,,,
1938,"11th","False","Boys Town","Metro-Goldwyn-Mayer",7.3,4005,89,7.2,82,7.4,,,,,,,
1937,"10th","False","Stage Door","RKO Radio",7.9,5912,95,8.8,87,7.8,,,,,,,
1937,"10th","False","One Hundred Men and a Girl","Universal",6.9,677,83,7.6,56,7,,,,,,,
1937,"10th","False","Lost Horizon","Columbia",7.8,9427,100,7.5,82,7.6,,,,,,,
1937,"10th","True","The Life of Emile Zola","Warner Bros.",7.3,5085,75,7.2,73,7.2,,,,,,,
1937,"10th","False","A Star Is Born","Selznick International Pictures",7.7,5385,96,8,83,7.4,,,,,,,
1937,"10th","False","The Good Earth","Metro-Goldwyn-Mayer",7.8,3529,94,7.3,77,7.4,,,,,,,
1937,"10th","False","Dead End","Samuel Goldwyn Productions",7.5,4491,75,6.1,60,6.6,,,,,,,
1937,"10th","False","Captains Courageous","Metro-Goldwyn-Mayer",8,6746,93,7.8,88,8,,,,,,,
1937,"10th","False","The Awful Truth","Columbia",7.9,13722,91,8,88,8,,,,,,,
1937,"10th","False","In Old Chicago","20th Century-Fox",6.9,1552,67,6.3,54,6.8,,,,,,,
1936,"9th","False","A Tale of Two Cities","Metro-Goldwyn-Mayer",7.8,3985,100,8.2,84,7.6,,,,,,,
1936,"9th","False","Three Smart Girls","Universal",6.8,863,86,7.6,58,7.2,,,,,,,
1936,"9th","False","San Francisco","Metro-Goldwyn-Mayer",7.3,3865,100,7.4,71,7.4,"6/26/1936",1300000,2868000,5273000,0.0030586828,0.0018940925,4.0561538462
1936,"9th","False","The Story of Louis Pasteur","Cosmopolitan",7.4,1609,100,8.3,79,7.4,,,,,,,
1936,"9th","False","Romeo and Juliet","Metro-Goldwyn-Mayer",7.7,23982,97,7.9,74,6.6,,,,,,,
1936,"9th","False","Dodsworth","Samuel Goldwyn Productions",8.1,6266,88,7.5,86,7.8,,,,,,,
1936,"9th","False","Libeled Lady","Metro-Goldwyn-Mayer",7.9,5403,82,7.8,89,8,,,,,,,
1936,"9th","False","Anthony Adverse","Warner Bros.",6.6,1169,13,4.3,47,6.4,,,,,,,
1936,"9th","False","Mr. Deeds Goes to Town","Columbia",8,15187,89,8.3,86,7.8,,,,,,,
1936,"9th","True","The Great Ziegfeld","Metro-Goldwyn-Mayer",6.8,5158,65,6.3,51,6.6,,,,,,,
1935,"8th","False","Broadway Melody of 1936","Metro-Goldwyn-Mayer",6.9,1033,83,6.8,85,7.6,,,,,,,
1935,"8th","False","Ruggles of Red Gap","Paramount",7.8,2749,100,8.3,91,8.2,,,,,,,
1935,"8th","False","Naughty Marietta","Metro-Goldwyn-Mayer",7,815,43,7,82,8.4,,,,,,,
1935,"8th","True","Mutiny on the Bounty","Metro-Goldwyn-Mayer",7.2,11708,94,8.1,83,7.4,,,,,,,
1935,"8th","False","A Midsummer Night's Dream","Warner Bros.",7.1,2378,40,5.2,43,6,,,,,,,
1935,"8th","False","David Copperfield","Metro-Goldwyn-Mayer",7.6,2859,,,30,5.8,,,,,,,
1935,"8th","False","The Lives of a Bengal Lancer","Paramount",7.3,1868,100,8,75,7.4,,,,,,,
1935,"8th","False","Captain Blood","Cosmopolitan",7.8,10001,100,8.4,89,8,,,,,,,
1935,"8th","False","Alice Adams","RKO Radio",7.1,2818,93,7.8,71,7.2,,,,,,,
1935,"8th","False","Top Hat","RKO Radio",7.8,13425,100,8.6,91,8,"9/6/1935",609000,1782000,3202000,0.0014328002,0.0011501771,5.2577996716
1935,"8th","False","Les Miserables","20th Century",7.7,2546,69,6.9,79,8,"12/25/2012",65000000,148809770,442169052,0.1529410569,0.1588297127,6.8026008
1935,"8th","False","The Informer","RKO Radio",7.6,4308,91,8.3,78,7.6,,,,,,,
1934,"7th","False","One Night of Love","Columbia",6,394,60,6.6,57,6.4,,,,,,,
1934,"7th","False","The White Parade","Jesse L. Lasky ",6.9,39,60,6.1,,,,,,,,,
1934,"7th","False","Viva Villa!","Metro-Goldwyn-Mayer",6.6,842,80,7.5,54,6.4,,1017400,,1109000,0.0023937415,0.0003983593,1.0900334185
1934,"7th","True","It Happened One Night","Columbia",8.2,66354,98,8.9,93,8.2,"1/1/1934",325000,2500000,2500000,0.0007645648,0.0008980146,7.6923076923
1934,"7th","False","Imitation of Life","Universal",7.6,2946,84,7.7,91,8.4,,,,,,,
1934,"7th","False","The Thin Man","Metro-Goldwyn-Mayer",8.1,20917,97,8.6,94,8.4,,226408,,,0.0005325836,,
1934,"7th","False","The Barretts of Wimpole Street","Metro-Goldwyn-Mayer",7.1,1132,71,6.9,71,7.4,,,,,,,
1934,"7th","False","The Gay Divorcee","RKO Radio",7.6,5339,100,7.8,83,7.8,,520000,,,0.0012233884,,
1934,"7th","False","Flirtation Walk","First National",5.8,416,100,6.9,33,6,,,,,,,
1934,"7th","False","Cleopatra","Paramount",7,21963,55,5.9,70,6.8,"6/12/1963",42000000,57000000,71000000,0.0988234022,0.0255036158,1.6904761905
1934,"7th","False","The House of Rothschild","20th Century",6.8,714,100,7.6,69,7.6,,,,,,,
1934,"7th","False","Here Comes the Navy","Warner Bros.",6.4,587,,,46,6.6,,,,,,,
1932,"6th","False","The Private Life of Henry VIII","London Films",7.2,2635,100,8.1,75,7,,60000,,,0.0001410353,,
1932,"6th","False","Smilin' Through","Metro-Goldwyn-Mayer",7,686,,,80,7.4,,,,,,,
1932,"6th","False","Little Women","RKO Radio",7.4,4752,90,7.5,84,7,"12/21/1994",15000000,50003303,50003303,0.0352939815,0.0179614792,3.3335535333
1932,"6th","False","State Fair","Fox",6.9,543,80,6.3,78,7.2,"3/9/1962",4500000,3500000,3500000,0.0105880956,0.0012572205,0.7777777778
1932,"6th","False","She Done Him Wrong","Paramount",6.5,4245,90,7.4,53,6.8,"2/9/1933",200000,2000000,2000000,0.0004704471,0.0007184117,10
1932,"6th","False","I Am a Fugitive from a Chain Gang","Warner Bros.",8.1,9109,100,8.3,91,8.2,,195845,,,0.0004606707,,
1932,"6th","True","Cavalcade","Fox",6,3130,59,6.5,26,5.8,,1180280,,,0.0027769886,,
1932,"6th","False","42nd Street","Warner Bros.",7.7,8069,95,7.8,75,7.2,"3/9/1933",439000,1438000,2281000,0.0010328001,0.0008193486,5.1958997722
1932,"6th","False","A Farewell to Arms","Paramount",6.6,3594,92,7.8,51,6.4,,800000,,,0.001882212,,
1932,"6th","False","Lady for a Day","Columbia",7.5,2734,100,7.6,79,7.6,,,,,,,
1931,"5th","False","The Smiling Lieutenant","Paramount Publix",7.8,2616,88,7.7,72,7.4,,,,,,,
1931,"5th","False","Shanghai Express","Paramount Publix",7.4,4993,100,8.6,81,7.6,,,,,,,
1931,"5th","False","One Hour with You","Paramount Publix",7.4,1438,100,7.7,78,7.4,,,,,,,
1931,"5th","True","Grand Hotel","Metro-Goldwyn-Mayer",7.6,13143,86,7.8,77,7.6,,700000,,,0.0016469179,,
1931,"5th","False","Five Star Final","First National",7.3,1178,91,7.2,77,7.6,,,,,,,
1931,"5th","False","The Champ","Metro-Goldwyn-Mayer",7.3,2041,83,6.5,79,7.6,,,,,,,
1931,"5th","False","Bad Girl","Fox",6.7,623,,,42,6.8,,,,,,,
1931,"5th","False","Arrowsmith","Samuel Goldwyn Productions",6.2,1037,86,7.2,42,6.2,,,,,,,
1930,"4th","True","Cimarron","RKO Radio",6,3739,53,5.6,25,5.6,,1433000,,,0.003371624,,
1930,"4th","False","East Lynne","Fox",7.1,74,,,,,,,,,,,
1930,"4th","False","Trader Horn","Metro-Goldwyn-Mayer",6.5,644,100,7.1,33,6,,1312636,,,0.0030884146,,
1930,"4th","False","The Front Page","The Caddo Company",6.9,1428,73,5.8,73,7.2,"12/17/1974",4000000,15000000,15000000,0.0094116249,0.0053880878,3.75
1930,"4th","False","Skippy","Paramount Publix",6.3,455,100,7,54,6.6,,,,,,,
1929,"3rd","False","The Love Parade","Paramount Famous Lasky",7.2,1403,100,7.9,78,7.4,,650000,,,0.0015292708,,
1929,"3rd","False","The Divorcee","Metro-Goldwyn-Mayer",6.8,1950,75,6.4,63,7,,340691,,,0.0008014848,,
1929,"3rd","False","Disraeli","Warner Bros.",6.4,728,80,6.4,41,6.4,,,,,,,
1929,"3rd","False","The Big House","Cosmopolitan",7.2,1235,83,7.2,78,7.2,,,,,,,
1929,"3rd","True","All Quiet on the Western Front","Universal",8.1,47445,98,8.9,89,7.8,,1448864,,,0.0034089511,,
1928,"2nd","False","The Patriot","Paramount Famous Lasky",0,0,,,67,8.4,"6/28/2000",110000000,113330342,215300000,0.2588234248,0.0773370207,1.9572727273
1928,"2nd","False","Hollywood Revue","Metro-Goldwyn-Mayer",7.6,1507,40,5.4,17,5.8,,1000000,,,0.0023528003,,
1928,"2nd","True","The Broadway Melody","Metro-Goldwyn-Mayer",6.3,4616,35,5.3,21,5.6,"2/1/1929",379000,2800000,4358000,0.0008916237,0.0015654191,11.4986807388
1928,"2nd","False","In Old Arizona","Fox",5.8,616,56,5.4,44,6.2,,1000000,,,0.0023528003,,
1928,"2nd","False","Alibi","Feature Productions",6,460,43,5.8,41,6.6,,175000,,,0.0004116236,,
1927,"1st","True","Wings","Paramount Famous Lasky",7.8,8086,95,7.4,78,7.6,"8/12/1927",2000000,0,0,0.0047057418,,0
1927,"1st","False","7th Heaven","Fox",7.8,2090,100,9.3,84,8,,,,,,,
1927,"1st","False","The Racket","The Caddo Company",6.9,646,100,6.9,75,7.2,,60,,,0,,
