year	Academy Award	Winner	Movie Name	Producer	IMDB Rating	IMDB Votes	Tomatometer	Average Critic Score	Percent Audience Liked	Average Audience Score	Release Date	Production Budget	Domestic Gross	Worldwide Gross	Normalized Budget	Normalized Gross	Return on Investment
1941	14th	FALSE	Blossoms in the Dust	Metro-Goldwyn-Mayer	7	1210	25	5.3	74	7.6							
1941	14th	FALSE	Hold Back the Dawn	Paramount	7.5	1248	100	8.7	77	7.6							
1941	14th	FALSE	Here Comes Mr. Jordan	Columbia	7.7	4472	100	7.4	83	7.8							
1940	13th	FALSE	The Letter	Warner Bros.	7.7	8599	100	8.6	84	7.6							
1940	13th	FALSE	The Great Dictator	Charles Chaplin Productions	8.5	141001	92	8.8	95	8.4							
1940	13th	FALSE	The Philadelphia Story	Metro-Goldwyn-Mayer	8.1	50873	100	8.8	93	8.2							
1940	13th	FALSE	Our Town	Sol Lesser 	6.8	1724	83	7	45	6.4							
1940	13th	FALSE	The Long Voyage Home	Argosy-Wanger	7.1	2813	100	8.1	72	7.2							
1940	13th	FALSE	Foreign Correspondent	Walter Wanger 	7.6	13768	94	8.1	81	7.6							
1940	13th	FALSE	The Grapes of Wrath	20th Century-Fox	8.1	64455	100	9	88	7.8							
1940	13th	FALSE	All This and Heaven Too	Warner Bros.	7.7	3217	83	7	87	8							
1940	13th	FALSE	Kitty Foyle	RKO Radio	7.1	2276	75	7	73	7.4							
1940	13th	TRUE	Rebecca	Selznick International Pictures	8.2	89144	100	8.7	92	8.2	1/1/1940	1288000	6000000	6000000	0.003030448	0.002155235	4.658385093
1939	12th	FALSE	The Wizard of Oz	Metro-Goldwyn-Mayer	8.1	296749	99	9.4	89	7.4	8/25/1939	2777000	33711566	33754967	0.006533977	0.012124982	12.15519157
1939	12th	FALSE	Stagecoach	Walter Wanger 	7.9	31690	100	9.2	86	7.8							
1939	12th	FALSE	Of Mice and Men	Hal Roach 	7.8	4322	96	8	82	7							
1939	12th	FALSE	Ninotchka	Metro-Goldwyn-Mayer	8	14609	97	8.3	89	8							
1939	12th	FALSE	Wuthering Heights	Samuel Goldwyn Productions	7.7	12925	69	6.5	48	6							
1939	12th	FALSE	Goodbye Mr. Chips	Metro-Goldwyn-Mayer	7.8	7998	81	7.8	88	7.8							
1939	12th	FALSE	Dark Victory	Warner Bros.-First National	7.6	7503	86	7.3	81	7.8							
1939	12th	FALSE	Love Affair	RKO Radio	7.4	3104	86	8	72	7.4							
1939	12th	FALSE	Mr. Smith Goes to Washington	Columbia	8.2	78740	94	8.2	94	8.2							
1939	12th	TRUE	Gone with the Wind	Selznick International Pictures	8.2	219152	94	8.6	93	7.8	12/15/1939	3900000	198680470	390525192	0.009176331	0.140278936	100.1346646
1938	11th	FALSE	Jezebel	Warner Bros.	7.6	8941	94	7.5	82	7.6							
1938	11th	TRUE	You Can't Take It with You	Columbia	8	18056	91	7.6	88	8							
1938	11th	FALSE	Test Pilot	Metro-Goldwyn-Mayer	6.9	1509	71	7.2	68	7							
1938	11th	FALSE	Pygmalion	Metro-Goldwyn-Mayer	7.9	6042	94	8.2	85	7.6							
1938	11th	FALSE	Grand Illusion	Realization D'Art Cinematographique	8.1	27154	97	9.4	92	8.6							
1938	11th	FALSE	Four Daughters	Warner Bros.-First National	7.1	1283	100	7	83	7.6							
1938	11th	FALSE	Alexander's Ragtime Band	20th Century-Fox	7	1404	80	7	47	6.4	1/1/1938	2000000	4000000	4000000	0.004705742	0.001436823	2
1938	11th	FALSE	The Adventures of Robin Hood	Warner Bros.-First National	8	39177	100	8.9	89	7.4							
1938	11th	FALSE	The Citadel	Metro-Goldwyn-Mayer	7.2	1454	86	8	68	7							
1938	11th	FALSE	Boys Town	Metro-Goldwyn-Mayer	7.3	4005	89	7.2	82	7.4							
1937	10th	FALSE	Stage Door	RKO Radio	7.9	5912	95	8.8	87	7.8							
1937	10th	FALSE	One Hundred Men and a Girl	Universal	6.9	677	83	7.6	56	7							
1937	10th	FALSE	Lost Horizon	Columbia	7.8	9427	100	7.5	82	7.6							
1937	10th	TRUE	The Life of Emile Zola	Warner Bros.	7.3	5085	75	7.2	73	7.2							
1937	10th	FALSE	A Star Is Born	Selznick International Pictures	7.7	5385	96	8	83	7.4							
1937	10th	FALSE	The Good Earth	Metro-Goldwyn-Mayer	7.8	3529	94	7.3	77	7.4							
1937	10th	FALSE	Dead End	Samuel Goldwyn Productions	7.5	4491	75	6.1	60	6.6							
1937	10th	FALSE	Captains Courageous	Metro-Goldwyn-Mayer	8	6746	93	7.8	88	8							
1937	10th	FALSE	The Awful Truth	Columbia	7.9	13722	91	8	88	8							
1937	10th	FALSE	In Old Chicago	20th Century-Fox	6.9	1552	67	6.3	54	6.8							
1936	9th	FALSE	A Tale of Two Cities	Metro-Goldwyn-Mayer	7.8	3985	100	8.2	84	7.6							
1936	9th	FALSE	Three Smart Girls	Universal	6.8	863	86	7.6	58	7.2							
1936	9th	FALSE	San Francisco	Metro-Goldwyn-Mayer	7.3	3865	100	7.4	71	7.4	6/26/1936	1300000	2868000	5273000	0.003058683	0.001894093	4.056153846
1936	9th	FALSE	The Story of Louis Pasteur	Cosmopolitan	7.4	1609	100	8.3	79	7.4							
1936	9th	FALSE	Romeo and Juliet	Metro-Goldwyn-Mayer	7.7	23982	97	7.9	74	6.6							
1936	9th	FALSE	Dodsworth	Samuel Goldwyn Productions	8.1	6266	88	7.5	86	7.8							
1936	9th	FALSE	Libeled Lady	Metro-Goldwyn-Mayer	7.9	5403	82	7.8	89	8							
1936	9th	FALSE	Anthony Adverse	Warner Bros.	6.6	1169	13	4.3	47	6.4							
1936	9th	FALSE	Mr. Deeds Goes to Town	Columbia	8	15187	89	8.3	86	7.8							
1936	9th	TRUE	The Great Ziegfeld	Metro-Goldwyn-Mayer	6.8	5158	65	6.3	51	6.6							
1935	8th	FALSE	Broadway Melody of 1936	Metro-Goldwyn-Mayer	6.9	1033	83	6.8	85	7.6							
1935	8th	FALSE	Ruggles of Red Gap	Paramount	7.8	2749	100	8.3	91	8.2							
1935	8th	FALSE	Naughty Marietta	Metro-Goldwyn-Mayer	7	815	43	7	82	8.4							
1935	8th	TRUE	Mutiny on the Bounty	Metro-Goldwyn-Mayer	7.2	11708	94	8.1	83	7.4							
1935	8th	FALSE	A Midsummer Night's Dream	Warner Bros.	7.1	2378	40	5.2	43	6							
1935	8th	FALSE	David Copperfield	Metro-Goldwyn-Mayer	7.6	2859	No info	No info	30	5.8							
1935	8th	FALSE	The Lives of a Bengal Lancer	Paramount	7.3	1868	100	8	75	7.4							
1935	8th	FALSE	Captain Blood	Cosmopolitan	7.8	10001	100	8.4	89	8							
1935	8th	FALSE	Alice Adams	RKO Radio	7.1	2818	93	7.8	71	7.2							
1935	8th	FALSE	Top Hat	RKO Radio	7.8	13425	100	8.6	91	8	9/6/1935	609000	1782000	3202000	0.0014328	0.001150177	5.257799672
1935	8th	FALSE	Les Miserables	20th Century	7.7	2546	69	6.9	79	8							
1935	8th	FALSE	The Informer	RKO Radio	7.6	4308	91	8.3	78	7.6							
1934	7th	FALSE	One Night of Love	Columbia	6	394	60	6.6	57	6.4							
1934	7th	FALSE	The White Parade	Jesse L. Lasky 	6.9	39	60	6.1	No info	No info							
1934	7th	FALSE	Viva Villa!	Metro-Goldwyn-Mayer	6.6	842	80	7.5	54	6.4		1017400		1109000	0.002393742	0.000398359	1.090033419
1934	7th	TRUE	It Happened One Night	Columbia	8.2	66354	98	8.9	93	8.2	1/1/1934	325000	2500000	2500000	0.000764565	0.000898015	7.692307692
1934	7th	FALSE	Imitation of Life	Universal	7.6	2946	84	7.7	91	8.4							
1934	7th	FALSE	The Thin Man	Metro-Goldwyn-Mayer	8.1	20917	97	8.6	94	8.4		226408			0.000532584		
1934	7th	FALSE	The Barretts of Wimpole Street	Metro-Goldwyn-Mayer	7.1	1132	71	6.9	71	7.4							
1934	7th	FALSE	The Gay Divorcee	RKO Radio	7.6	5339	100	7.8	83	7.8		520000			0.001223388		
1934	7th	FALSE	Flirtation Walk	First National	5.8	416	100	6.9	33	6							
1934	7th	FALSE	Cleopatra	Paramount	7	21963	55	5.9	70	6.8							
1934	7th	FALSE	The House of Rothschild	20th Century	6.8	714	100	7.6	69	7.6							
1934	7th	FALSE	Here Comes the Navy	Warner Bros.	6.4	587	No info	No info	46	6.6							
1932	6th	FALSE	The Private Life of Henry VIII	London Films	7.2	2635	100	8.1	75	7		60000			0.000141035		
1932	6th	FALSE	Smilin' Through	Metro-Goldwyn-Mayer	7	686	No info	No info	80	7.4							
1932	6th	FALSE	Little Women	RKO Radio	7.4	4752	90	7.5	84	7							
1932	6th	FALSE	State Fair	Fox	6.9	543	80	6.3	78	7.2	3/9/1962	4500000	3500000	3500000	0.010588096	0.001257221	0.777777778
1932	6th	FALSE	She Done Him Wrong	Paramount	6.5	4245	90	7.4	53	6.8	2/9/1933	200000	2000000	2000000	0.000470447	0.000718412	10
1932	6th	FALSE	I Am a Fugitive from a Chain Gang	Warner Bros.	8.1	9109	100	8.3	91	8.2		195845			0.000460671		
1932	6th	TRUE	Cavalcade	Fox	6	3130	59	6.5	26	5.8		1180280			0.002776989		
1932	6th	FALSE	42nd Street	Warner Bros.	7.7	8069	95	7.8	75	7.2	3/9/1933	439000	1438000	2281000	0.0010328	0.000819349	5.195899772
1932	6th	FALSE	A Farewell to Arms	Paramount	6.6	3594	92	7.8	51	6.4		800000			0.001882212		
1932	6th	FALSE	Lady for a Day	Columbia	7.5	2734	100	7.6	79	7.6							
1931	5th	FALSE	The Smiling Lieutenant	Paramount Publix	7.8	2616	88	7.7	72	7.4							
1931	5th	FALSE	Shanghai Express	Paramount Publix	7.4	4993	100	8.6	81	7.6							
1931	5th	FALSE	One Hour with You	Paramount Publix	7.4	1438	100	7.7	78	7.4							
1931	5th	TRUE	Grand Hotel	Metro-Goldwyn-Mayer	7.6	13143	86	7.8	77	7.6		700000			0.001646918		
1931	5th	FALSE	Five Star Final	First National	7.3	1178	91	7.2	77	7.6							
1931	5th	FALSE	The Champ	Metro-Goldwyn-Mayer	7.3	2041	83	6.5	79	7.6							
1931	5th	FALSE	Bad Girl	Fox	6.7	623	No info	No info	42	6.8							
1931	5th	FALSE	Arrowsmith	Samuel Goldwyn Productions	6.2	1037	86	7.2	42	6.2							
1930	4th	TRUE	Cimarron	RKO Radio	6	3739	53	5.6	25	5.6		1433000			0.003371624		
1930	4th	FALSE	East Lynne	Fox	7.1	74	No info	No info	No info	No info							
1930	4th	FALSE	Trader Horn	Metro-Goldwyn-Mayer	6.5	644	100	7.1	33	6		1312636			0.003088415		
1930	4th	FALSE	The Front Page	The Caddo Company	6.9	1428	73	5.8	73	7.2							
1930	4th	FALSE	Skippy	Paramount Publix	6.3	455	100	7	54	6.6							
1929	3rd	FALSE	The Love Parade	Paramount Famous Lasky	7.2	1403	100	7.9	78	7.4		650000			0.001529271		
1929	3rd	FALSE	The Divorcee	Metro-Goldwyn-Mayer	6.8	1950	75	6.4	63	7		340691			0.000801485		
1929	3rd	FALSE	Disraeli	Warner Bros.	6.4	728	80	6.4	41	6.4							
1929	3rd	FALSE	The Big House	Cosmopolitan	7.2	1235	83	7.2	78	7.2							
1929	3rd	TRUE	All Quiet on the Western Front	Universal	8.1	47445	98	8.9	89	7.8		1448864			0.003408951		
1928	2nd	FALSE	The Patriot	Paramount Famous Lasky	0	0	No info	No info	67	8.4							
1928	2nd	FALSE	Hollywood Revue	Metro-Goldwyn-Mayer	7.6	1507	40	5.4	17	5.8		1000000			0.0023528		
1928	2nd	TRUE	The Broadway Melody	Metro-Goldwyn-Mayer	6.3	4616	35	5.3	21	5.6	2/1/1929	379000	2800000	4358000	0.000891624	0.001565419	11.49868074
1928	2nd	FALSE	In Old Arizona	Fox	5.8	616	56	5.4	44	6.2		1000000			0.0023528		
1928	2nd	FALSE	Alibi	Feature Productions	6	460	43	5.8	41	6.6		175000			0.000411624		
1927	1st	TRUE	Wings	Paramount Famous Lasky	7.8	8086	95	7.4	78	7.6	8/12/1927	2000000	0	0	0.004705742		0
1927	1st	FALSE	7th Heaven	Fox	7.8	2090	100	9.3	84	8							
1927	1st	FALSE	The Racket	The Caddo Company	6.9	646	100	6.9	75	7.2		60			0		
